year,importer1,id1,importer2,id2,flow1,flow2
1994,United States of America,USA,Canada,CAN,131956.2,109591.3
1994,United States of America,USA,Bahamas,BHS,219.8,754.04999
1994,United States of America,USA,Cuba,CUB,0,4.8400002
1994,United States of America,USA,Haiti,HTI,62.200001,231.55
1994,United States of America,USA,Dominican Republic,DOM,3187.8,1080.475
1994,United States of America,USA,Jamaica,JAM,789.79999,1173.04
1994,United States of America,USA,Trinidad and Tobago,TTO,1199.1,564.32709
1994,United States of America,USA,Barbados,BRB,35.700001,247.9644
1994,United States of America,USA,Dominica,DMA,7.4000001,34.470764
1994,United States of America,USA,Grenada,GRD,8.1000004,41.89003
1994,United States of America,USA,St. Lucia,LCA,27.799999,119.11019
1994,United States of America,USA,St. Vincent and the Grenadines,VCT,5.5,46.547073
1994,United States of America,USA,Antigua & Barbuda,ATG,5.1999998,58.700001
1994,United States of America,USA,St. Kitts and Nevis,KNA,22.4,63.360001
1994,United States of America,USA,Mexico,MEX,50355.801,62709.504
1994,United States of America,USA,Belize,BLZ,54.099998,137.855
1994,United States of America,USA,Guatemala,GTM,1386.2,1169.0128
1994,United States of America,USA,Honduras,HND,1175.1,626.59998
1994,United States of America,USA,El Salvador,SLV,634.59998,1251.8361
1994,United States of America,USA,Nicaragua,NIC,178.89999,211.60001
1994,United States of America,USA,Costa Rica,CRI,1775.8,1341.9272
1994,United States of America,USA,Panama,PAN,354.29999,944.61096
1994,United States of America,USA,Colombia,COL,3406.5,3837.3359
1994,United States of America,USA,Venezuela,VEN,8989.4004,3704.4778
1994,United States of America,USA,Guyana,GUY,118.6,120.67
1994,United States of America,USA,Suriname,SUR,46.099998,198.33258
1994,United States of America,USA,Ecuador,ECU,1936.9,950.34119
1994,United States of America,USA,Peru,PER,893.20001,1724.1466
1994,United States of America,USA,Brazil,BRA,9307.2998,7484.7026
1994,United States of America,USA,Bolivia,BOL,268.29999,232.09271
1994,United States of America,USA,Paraguay,PRY,84.599998,277.48709
1994,United States of America,USA,Chile,CHL,2072.5,2637.8999
1994,United States of America,USA,Argentina,ARG,1834.5,4928.3218
1994,United States of America,USA,Uruguay,URY,306.20001,260.371
1994,United States of America,USA,United Kingdom,GBR,25858,27166.617
1994,United States of America,USA,Ireland,IRL,2952.6001,4670.396
1994,United States of America,USA,Netherlands,NLD,6358.5,10831.147
1994,United States of America,USA,Belgium,BEL,6414.0811,6373.0181
1994,United States of America,USA,Luxembourg,LUX,447.91931,445.0517
1994,United States of America,USA,France,FRA,17416.5,19480.348
1994,United States of America,USA,Monaco,MCO,-9,-9
1994,United States of America,USA,Liechtenstein,LIE,-9,-9
1994,United States of America,USA,Switzerland,CHE,6604.8999,4498.8999
1994,United States of America,USA,Spain,ESP,3810.3999,6726.9912
1994,United States of America,USA,Andorra,AND,-9,-9
1994,United States of America,USA,Portugal,PRT,948.90002,975.93365
1994,United States of America,USA,Germany,DEU,32690.4,27452.494
1994,United States of America,USA,Poland,POL,703.5,841.83398
1994,United States of America,USA,Austria,AUT,1817.6,2434.0879
1994,United States of America,USA,Hungary,HUN,502.5,451.70001
1994,United States of America,USA,Czech Republic,CZE,335.10001,560.22681
1994,United States of America,USA,Slovakia,SVK,140.5,206.5096
1994,United States of America,USA,Italy,ITA,15442.1,7778.71
1994,United States of America,USA,San Marino,SMR,-9,-9
1994,United States of America,USA,Malta,MLT,96.900002,124.29195
1994,United States of America,USA,Albania,ALB,6.5,0.44492197
1994,United States of America,USA,Macedonia,MKD,88,49.528
1994,United States of America,USA,Croatia,HRV,124,173.23801
1994,United States of America,USA,Yugoslavia,YUG,-9,-9
1994,United States of America,USA,Bosnia and Herzegovina,BIH,4.5999999,42.900002
1994,United States of America,USA,Slovenia,SVN,279.60001,197.19501
1994,United States of America,USA,Greece,GRC,494.20001,727.02216
1994,United States of America,USA,Cyprus,CYP,19.700001,313.17352
1994,United States of America,USA,Bulgaria,BGR,239.3,120.89
1994,United States of America,USA,Moldova,MDA,3.3,19.200001
1994,United States of America,USA,Romania,ROU,211.5,465.20001
1994,United States of America,USA,Russia,RUS,3436.5,2070.6279
1994,United States of America,USA,Estonia,EST,32.5,41.944462
1994,United States of America,USA,Latvia,LVA,57.299999,27.098499
1994,United States of America,USA,Lithuania,LTU,17.4,46.708099
1994,United States of America,USA,Ukraine,UKR,376.10001,184.98531
1994,United States of America,USA,Belarus,BLR,60.5,51.255001
1994,United States of America,USA,Armenia,ARM,0.89999998,96.096603
1994,United States of America,USA,Georgia,GEO,1.4,5.086
1994,United States of America,USA,Azerbaijan,AZE,0.30000001,9.9707899
1994,United States of America,USA,Finland,FIN,1928.1,1768.1241
1994,United States of America,USA,Sweden,SWE,5243.3999,4423.6045
1994,United States of America,USA,Norway,NOR,2500.2,2010.2162
1994,United States of America,USA,Denmark,DNK,2211.8999,1741.498
1994,United States of America,USA,Iceland,ISL,264.5,130.58519
1994,United States of America,USA,Cape Verde,CPV,-9,-9
1994,United States of America,USA,Sao Tome and Principe,STP,0.1,14.19
1994,United States of America,USA,Guinea-Bissau,GNB,0,1.1
1994,United States of America,USA,Equatorial Guinea,GNQ,0.30000001,2.0899999
1994,United States of America,USA,Gambia,GMB,2.4000001,6.5574303
1994,United States of America,USA,Mali,MLI,4.5,21.01
1994,United States of America,USA,Senegal,SEN,12.7,43.623962
1994,United States of America,USA,Benin,BEN,11.4,15.772201
1994,United States of America,USA,Mauritania,MRT,4.4000001,15.29
1994,United States of America,USA,Niger,NER,2.4000001,7.375658
1994,United States of America,USA,Ivory Coast,CIV,205,128.43806
1994,United States of America,USA,Guinea,GIN,119.1,54.669998
1994,United States of America,USA,Burkina Faso,BFA,0.30000001,20.987356
1994,United States of America,USA,Liberia,LBR,3.7,50.93
1994,United States of America,USA,Sierra Leone,SLE,54.900002,26.620001
1994,United States of America,USA,Ghana,GHA,205.39999,137.06
1994,United States of America,USA,Togo,TGO,4.6999998,13.64
1994,United States of America,USA,Cameroon,CMR,61,57.690456
1994,United States of America,USA,Nigeria,NGA,4705.7998,560.12
1994,United States of America,USA,Gabon,GAB,1237.8,83.528435
1994,United States of America,USA,Central African Republic,CAF,0.2,2.3562465
1994,United States of America,USA,Chad,TCD,2,8.0299997
1994,United States of America,USA,Congo,COG,434.5,39.372879
1994,United States of America,USA,Democratic Republic of the Congo,COD,197.8,43.560001
1994,United States of America,USA,Uganda,UGA,36.200001,30.58
1994,United States of America,USA,Kenya,KEN,116.4,156.16209
1994,United States of America,USA,Tanzania,TZA,16.4,53.790001
1994,United States of America,USA,Burundi,BDI,7.8000002,8.3581858
1994,United States of America,USA,Rwanda,RWA,1.6,38.279999
1994,United States of America,USA,Somalia,SOM,0,33
1994,United States of America,USA,Djibouti,DJI,0,7.48
1994,United States of America,USA,Ethiopia,ETH,36.099998,127.07429
1994,United States of America,USA,Eritrea,ERI,0,8.3999996
1994,United States of America,USA,Angola,AGO,2209.5,223.85001
1994,United States of America,USA,Mozambique,MOZ,16.799999,62.5
1994,United States of America,USA,Zambia,ZMB,64.300003,11.445642
1994,United States of America,USA,Zimbabwe,ZWE,112.1,118.93485
1994,United States of America,USA,Malawi,MWI,62.700001,20.790001
1994,United States of America,USA,South Africa,ZAF,2131.1001,2172.7
1994,United States of America,USA,Namibia,NAM,29,16.4
1994,United States of America,USA,Lesotho,LSO,66.099998,3.0999999
1994,United States of America,USA,Botswana,BWA,13.8,22.700001
1994,United States of America,USA,Swaziland,SWZ,41.200001,5.4000001
1994,United States of America,USA,Madagascar,MDG,59.700001,20.037462
1994,United States of America,USA,Comoros,COM,6.1999998,0.11
1994,United States of America,USA,Mauritius,MUS,233.60001,43.874382
1994,United States of America,USA,Seychelles,SYC,2.9000001,7.8522768
1994,United States of America,USA,Morocco,MAR,210.7,618.18713
1994,United States of America,USA,Algeria,DZA,1664.4,1371.868
1994,United States of America,USA,Tunisia,TUN,58.799999,432.68765
1994,United States of America,USA,Libya,LBY,0,0
1994,United States of America,USA,Sudan,SDN,36.700001,59.950001
1994,United States of America,USA,Iran,IRN,0.80000001,347
1994,United States of America,USA,Turkey,TUR,1692.7,2426.592
1994,United States of America,USA,Iraq,IRQ,0,0.88
1994,United States of America,USA,Egypt,EGY,593.5,1616.9041
1994,United States of America,USA,Syria,SYR,71.900002,314.83768
1994,United States of America,USA,Lebanon,LBN,26.200001,487.41
1994,United States of America,USA,Jordan,JOR,31.4,332.79425
1994,United States of America,USA,Israel,ISR,5336.5,4259.3999
1994,United States of America,USA,Saudi Arabia,SAU,8306.9004,4982.0464
1994,United States of America,USA,Yemen,YEM,199.2,188.56311
1994,United States of America,USA,Kuwait,KWT,1597.6,973.67963
1994,United States of America,USA,Bahrain,BHR,165.3,407.71881
1994,United States of America,USA,Qatar,QAT,86.5,220.16484
1994,United States of America,USA,United Arab Emirates,ARE,479.10001,1823
1994,United States of America,USA,Oman,OMN,496.89999,263.77963
1994,United States of America,USA,Afghanistan,AFG,6.3000002,6.0500002
1994,United States of America,USA,Turkmenistan,TKM,1.8,151.14
1994,United States of America,USA,Tajikistan,TJK,61.700001,31.9158
1994,United States of America,USA,Kyrgyzstan,KGZ,8.1000004,35.009998
1994,United States of America,USA,Uzbekistan,UZB,2.9000001,98.449997
1994,United States of America,USA,Kazakhstan,KAZ,65.400002,109.3
1994,United States of America,USA,China,CHN,41362.398,13976.693
1994,United States of America,USA,Mongolia,MNG,28.799999,11.4
1994,United States of America,USA,Taiwan,TWN,27941.9,17077.5
1994,United States of America,USA,North Korea,PRK,0,0.22
1994,United States of America,USA,South Korea,KOR,20374.5,21600
1994,United States of America,USA,Japan,JPN,122469.5,63066.957
1994,United States of America,USA,India,IND,5663.1001,2431.7412
1994,United States of America,USA,Bhutan,BTN,0,0.2
1994,United States of America,USA,Pakistan,PAK,1084.6,868.65143
1994,United States of America,USA,Bangladesh,BGD,1160.7,214.19118
1994,United States of America,USA,Myanmar,MMR,72.599998,12.21
1994,United States of America,USA,Sri Lanka,LKA,1172.9,285
1994,United States of America,USA,Maldives,MDV,13.4,0.92295891
1994,United States of America,USA,Nepal,NPL,129,8.25
1994,United States of America,USA,Thailand,THA,10799.1,6450.0693
1994,United States of America,USA,Cambodia,KHM,1.1,8.1400003
1994,United States of America,USA,Laos,LAO,9.5,1.4
1994,United States of America,USA,Vietnam,VNM,54.599998,44.325001
1994,United States of America,USA,Malaysia,MYS,14418.6,9899.8438
1994,United States of America,USA,Singapore,SGP,15656.5,15630.113
1994,United States of America,USA,Brunei,BRN,47.099998,312.92001
1994,United States of America,USA,Philippines,PHL,6025.1001,4162.0859
1994,United States of America,USA,Indonesia,IDN,7020.2002,3587.8491
1994,United States of America,USA,Australia,AUS,3447,12142.554
1994,United States of America,USA,Papua New Guinea,PNG,117.9,71.720001
1994,United States of America,USA,New Zealand,NZL,1544.9,2290.5352
1994,United States of America,USA,Vanuatu,VUT,3.8,1.1
1994,United States of America,USA,Solomon Islands,SLB,0.89999998,1.21
1994,United States of America,USA,Fiji,FJI,103.4,122.635
1994,United States of America,USA,Marshall Islands,MHL,-9,-9
1994,United States of America,USA,Palau,PLW,-9,-9
1994,United States of America,USA,Federated States of Micronesia,FSM,-9,-9
1994,United States of America,USA,Samoa,WSM,0.1,9.1534071
1994,Canada,CAN,Bahamas,BHS,36.152912,12.785632
1994,Canada,CAN,Cuba,CUB,156.01575,62.560242
1994,Canada,CAN,Haiti,HTI,0.38432726,4.2133355
1994,Canada,CAN,Dominican Republic,DOM,40.843178,23.2749
1994,Canada,CAN,Jamaica,JAM,169.96205,61.899139
1994,Canada,CAN,Trinidad and Tobago,TTO,13.171923,66.721809
1994,Canada,CAN,Barbados,BRB,11.565085,34.915207
1994,Canada,CAN,Dominica,DMA,1.2038127,2.0425882
1994,Canada,CAN,Grenada,GRD,0.37875271,2.9970908
1994,Canada,CAN,St. Lucia,LCA,0.36837426,11.795415
1994,Canada,CAN,St. Vincent and the Grenadines,VCT,0.19364129,2.9375577
1994,Canada,CAN,Antigua & Barbuda,ATG,0.2877824,4.607296
1994,Canada,CAN,St. Kitts and Nevis,KNA,1.520152,3.3381369
1994,Canada,CAN,Mexico,MEX,3438.3486,1760.2717
1994,Canada,CAN,Belize,BLZ,14.181429,6.0165
1994,Canada,CAN,Guatemala,GTM,58.123951,28.889799
1994,Canada,CAN,Honduras,HND,31.147806,13.4
1994,Canada,CAN,El Salvador,SLV,31.801428,12.57
1994,Canada,CAN,Nicaragua,NIC,7.1707244,13.1
1994,Canada,CAN,Costa Rica,CRI,120.70621,42.023777
1994,Canada,CAN,Panama,PAN,9.3611975,27.062943
1994,Canada,CAN,Colombia,COL,205.56738,437.89676
1994,Canada,CAN,Venezuela,VEN,397.58545,293.63174
1994,Canada,CAN,Guyana,GUY,163.01068,4.0669484
1994,Canada,CAN,Suriname,SUR,0.33804685,2.2902541
1994,Canada,CAN,Ecuador,ECU,101.41515,53.624001
1994,Canada,CAN,Peru,PER,77.275421,89.653297
1994,Canada,CAN,Brazil,BRA,769.53381,918.62323
1994,Canada,CAN,Bolivia,BOL,10.670912,10.58217
1994,Canada,CAN,Paraguay,PRY,1.3532706,24.112
1994,Canada,CAN,Chile,CHL,189.54599,264.79999
1994,Canada,CAN,Argentina,ARG,248.71503,132.701
1994,Canada,CAN,Uruguay,URY,19.315432,22.237
1994,Canada,CAN,United Kingdom,GBR,4008.2368,2881.3789
1994,Canada,CAN,Ireland,IRL,386.91891,159.42664
1994,Canada,CAN,Netherlands,NLD,686.33838,751.68665
1994,Canada,CAN,Belgium,BEL,481.54211,695.21082
1994,Canada,CAN,Luxembourg,LUX,33.627892,48.549179
1994,Canada,CAN,France,FRA,2081.8167,1597.5964
1994,Canada,CAN,Monaco,MCO,-9,-9
1994,Canada,CAN,Liechtenstein,LIE,-9,-9
1994,Canada,CAN,Switzerland,CHE,616.34619,213.41797
1994,Canada,CAN,Spain,ESP,506.43521,406.27673
1994,Canada,CAN,Andorra,AND,-9,-9
1994,Canada,CAN,Portugal,PRT,144.31149,71.690926
1994,Canada,CAN,Germany,DEU,3527.9392,2700.1055
1994,Canada,CAN,Poland,POL,84.715164,71.168999
1994,Canada,CAN,Austria,AUT,332.42331,375.77322
1994,Canada,CAN,Hungary,HUN,37.615726,34
1994,Canada,CAN,Czech Republic,CZE,45.404915,67.890022
1994,Canada,CAN,Slovakia,SVK,17.183281,12.744429
1994,Canada,CAN,Italy,ITA,2129.1848,1454.635
1994,Canada,CAN,San Marino,SMR,-9,-9
1994,Canada,CAN,Malta,MLT,23.603561,3.0152109
1994,Canada,CAN,Albania,ALB,0.042522311,0.002113644
1994,Canada,CAN,Macedonia,MKD,1.4910001,2.8180001
1994,Canada,CAN,Croatia,HRV,5.1929998,19.429001
1994,Canada,CAN,Yugoslavia,YUG,-9,-9
1994,Canada,CAN,Bosnia and Herzegovina,BIH,0,0
1994,Canada,CAN,Slovenia,SVN,42.021999,34.814999
1994,Canada,CAN,Greece,GRC,66.425232,58.790894
1994,Canada,CAN,Cyprus,CYP,0.86194873,23.841228
1994,Canada,CAN,Bulgaria,BGR,29.903049,4.9534473
1994,Canada,CAN,Moldova,MDA,1.7123579,0.60000002
1994,Canada,CAN,Romania,ROU,58.448631,49
1994,Canada,CAN,Russia,RUS,273.70938,187
1994,Canada,CAN,Estonia,EST,2.2853522,6.3428035
1994,Canada,CAN,Latvia,LVA,2.6136217,1.2704999
1994,Canada,CAN,Lithuania,LTU,4.7350168,2.8316
1994,Canada,CAN,Ukraine,UKR,14.638172,14.9876
1994,Canada,CAN,Belarus,BLR,3.1973302,1.5319999
1994,Canada,CAN,Armenia,ARM,0,0.2387
1994,Canada,CAN,Georgia,GEO,0.34318843,0.26800001
1994,Canada,CAN,Azerbaijan,AZE,0,0.016240001
1994,Canada,CAN,Finland,FIN,267.18893,162.61899
1994,Canada,CAN,Sweden,SWE,908.73901,320.15417
1994,Canada,CAN,Norway,NOR,1225.3545,533.54089
1994,Canada,CAN,Denmark,DNK,254.59561,147.76161
1994,Canada,CAN,Iceland,ISL,36.945492,15.287862
1994,Canada,CAN,Cape Verde,CPV,-9,-9
1994,Canada,CAN,Sao Tome and Principe,STP,2.7437027,0
1994,Canada,CAN,Guinea-Bissau,GNB,0.000812576,0.004026525
1994,Canada,CAN,Equatorial Guinea,GNQ,0,0
1994,Canada,CAN,Gambia,GMB,0.14699915,0.1823394
1994,Canada,CAN,Mali,MLI,2.2177224,2.335531
1994,Canada,CAN,Senegal,SEN,0.13489471,7.5882292
1994,Canada,CAN,Benin,BEN,0.004074044,3.0414007
1994,Canada,CAN,Mauritania,MRT,0.28001478,3.9883947
1994,Canada,CAN,Niger,NER,5.1737952,0.73126185
1994,Canada,CAN,Ivory Coast,CIV,32.052265,10.103192
1994,Canada,CAN,Guinea,GIN,16.564533,1.9764638
1994,Canada,CAN,Burkina Faso,BFA,0.035474744,1.438805
1994,Canada,CAN,Liberia,LBR,0.12524901,0.77057534
1994,Canada,CAN,Sierra Leone,SLE,6.236289,0.36091837
1994,Canada,CAN,Ghana,GHA,4.3740149,13.808592
1994,Canada,CAN,Togo,TGO,26.099485,1.3047184
1994,Canada,CAN,Cameroon,CMR,8.2407751,4.7478004
1994,Canada,CAN,Nigeria,NGA,509.71823,12.704123
1994,Canada,CAN,Gabon,GAB,0.26857778,6.0058222
1994,Canada,CAN,Central African Republic,CAF,0.33155054,0.51096755
1994,Canada,CAN,Chad,TCD,0.04651783,0.033621565
1994,Canada,CAN,Congo,COG,0.11209551,0.49171072
1994,Canada,CAN,Democratic Republic of the Congo,COD,18.351383,5.8402605
1994,Canada,CAN,Uganda,UGA,3.9619839,7.1045475
1994,Canada,CAN,Kenya,KEN,15.326824,10.155136
1994,Canada,CAN,Tanzania,TZA,1.3023831,4.6199765
1994,Canada,CAN,Burundi,BDI,0.15950131,0.83906394
1994,Canada,CAN,Rwanda,RWA,0.067682683,3.0774767
1994,Canada,CAN,Somalia,SOM,0.045828879,7.6034551
1994,Canada,CAN,Djibouti,DJI,0,0.32355285
1994,Canada,CAN,Ethiopia,ETH,6.247324,25.0355
1994,Canada,CAN,Eritrea,ERI,-9,-9
1994,Canada,CAN,Angola,AGO,4.1689115,2.1581733
1994,Canada,CAN,Mozambique,MOZ,0.22626869,14
1994,Canada,CAN,Zambia,ZMB,2.4138536,6.1058893
1994,Canada,CAN,Zimbabwe,ZWE,26.525549,10.649761
1994,Canada,CAN,Malawi,MWI,1.9101695,0.25811416
1994,Canada,CAN,South Africa,ZAF,239.64323,158.3679
1994,Canada,CAN,Namibia,NAM,30.38121,0.88626271
1994,Canada,CAN,Lesotho,LSO,3.0524378,0.006666618
1994,Canada,CAN,Botswana,BWA,0.085001767,1.8434359
1994,Canada,CAN,Swaziland,SWZ,4.5853043,0.17395298
1994,Canada,CAN,Madagascar,MDG,8.4038782,1.067356
1994,Canada,CAN,Comoros,COM,0.48053408,0.013701618
1994,Canada,CAN,Mauritius,MUS,9.2379742,2.3384824
1994,Canada,CAN,Seychelles,SYC,0.054910596,0.10073999
1994,Canada,CAN,Morocco,MAR,40.330235,63.024879
1994,Canada,CAN,Algeria,DZA,203.97691,383.11801
1994,Canada,CAN,Tunisia,TUN,2.3034704,35.952599
1994,Canada,CAN,Libya,LBY,0.000806274,43.495747
1994,Canada,CAN,Sudan,SDN,0.44146255,5.8684149
1994,Canada,CAN,Iran,IRN,68.037148,292.89999
1994,Canada,CAN,Turkey,TUR,96.42717,137.09599
1994,Canada,CAN,Iraq,IRQ,0.011296119,0
1994,Canada,CAN,Egypt,EGY,12.722972,43.32
1994,Canada,CAN,Syria,SYR,0.7796042,17.580935
1994,Canada,CAN,Lebanon,LBN,3.0270908,24.070927
1994,Canada,CAN,Jordan,JOR,0.52546024,15.531564
1994,Canada,CAN,Israel,ISR,146.90118,155
1994,Canada,CAN,Saudi Arabia,SAU,435.13742,392.86942
1994,Canada,CAN,Yemen,YEM,3.1852736,9.2085762
1994,Canada,CAN,Kuwait,KWT,13.270165,59.843567
1994,Canada,CAN,Bahrain,BHR,1.3231295,8.9073639
1994,Canada,CAN,Qatar,QAT,0.17721596,4.2032967
1994,Canada,CAN,United Arab Emirates,ARE,2.1866822,88
1994,Canada,CAN,Oman,OMN,0.13657156,9.5030975
1994,Canada,CAN,Afghanistan,AFG,0.26904994,0.13570015
1994,Canada,CAN,Turkmenistan,TKM,0,0.45280051
1994,Canada,CAN,Tajikistan,TJK,0,1.0774
1994,Canada,CAN,Kyrgyzstan,KGZ,4.266078,1.61
1994,Canada,CAN,Uzbekistan,UZB,12.170661,12.629583
1994,Canada,CAN,Kazakhstan,KAZ,24.787432,15
1994,Canada,CAN,China,CHN,3101.0283,1830.723
1994,Canada,CAN,Mongolia,MNG,0.69999999,2.8
1994,Canada,CAN,Taiwan,TWN,2237.0234,836.98853
1994,Canada,CAN,North Korea,PRK,0.16522533,0.34106171
1994,Canada,CAN,South Korea,KOR,2014.7155,2005.2
1994,Canada,CAN,Japan,JPN,9048.752,8889.9404
1994,Canada,CAN,India,IND,369.6012,246.31155
1994,Canada,CAN,Bhutan,BTN,0,0.015927318
1994,Canada,CAN,Pakistan,PAK,159.99928,69.003334
1994,Canada,CAN,Bangladesh,BGD,59.361286,98.578178
1994,Canada,CAN,Myanmar,MMR,13.379822,0.3726967
1994,Canada,CAN,Sri Lanka,LKA,54.545403,14
1994,Canada,CAN,Maldives,MDV,0.17101115,0.33975378
1994,Canada,CAN,Nepal,NPL,3.9091475,1.874736
1994,Canada,CAN,Thailand,THA,722.79547,389.12955
1994,Canada,CAN,Cambodia,KHM,0.13392462,4.4611301
1994,Canada,CAN,Laos,LAO,0.78723347,0.032065272
1994,Canada,CAN,Vietnam,VNM,27.752014,26.65
1994,Canada,CAN,Malaysia,MYS,976.38495,236.44035
1994,Canada,CAN,Singapore,SGP,928.82983,414.32901
1994,Canada,CAN,Brunei,BRN,0.14609155,4.6999998
1994,Canada,CAN,Philippines,PHL,378.00854,153.80299
1994,Canada,CAN,Indonesia,IDN,419.75769,496.776
1994,Canada,CAN,Australia,AUS,938.7182,888.38562
1994,Canada,CAN,Papua New Guinea,PNG,1.4545846,1.5142157
1994,Canada,CAN,New Zealand,NZL,256.05911,172.79057
1994,Canada,CAN,Vanuatu,VUT,0.000795764,0.075779006
1994,Canada,CAN,Solomon Islands,SLB,0.17698239,0.019501816
1994,Canada,CAN,Fiji,FJI,24.089342,2.9119999
1994,Canada,CAN,Marshall Islands,MHL,-9,-9
1994,Canada,CAN,Palau,PLW,-9,-9
1994,Canada,CAN,Federated States of Micronesia,FSM,-9,-9
1994,Canada,CAN,Samoa,WSM,0.049547132,0.16062774
1994,Bahamas,BHS,Cuba,CUB,0.10049566,0.026010642
1994,Bahamas,BHS,Haiti,HTI,0.001243351,0.29023299
1994,Bahamas,BHS,Dominican Republic,DOM,0.0044,0
1994,Bahamas,BHS,Jamaica,JAM,0.92207551,0.001524998
1994,Bahamas,BHS,Trinidad and Tobago,TTO,4.697845,0.019071957
1994,Bahamas,BHS,Barbados,BRB,0.80241698,0.013794
1994,Bahamas,BHS,Dominica,DMA,0.06364233,0.024164815
1994,Bahamas,BHS,Grenada,GRD,0,0.009323704
1994,Bahamas,BHS,St. Lucia,LCA,0.016340705,0.000482222
1994,Bahamas,BHS,St. Vincent and the Grenadines,VCT,0.036885444,0.036842223
1994,Bahamas,BHS,Antigua & Barbuda,ATG,0.031528052,0
1994,Bahamas,BHS,St. Kitts and Nevis,KNA,0.013793522,0
1994,Bahamas,BHS,Mexico,MEX,78.581802,11.1639
1994,Bahamas,BHS,Belize,BLZ,0,0
1994,Bahamas,BHS,Guatemala,GTM,0,0
1994,Bahamas,BHS,Honduras,HND,0,0
1994,Bahamas,BHS,El Salvador,SLV,0,0
1994,Bahamas,BHS,Nicaragua,NIC,0,0
1994,Bahamas,BHS,Costa Rica,CRI,0.86810023,0.304649
1994,Bahamas,BHS,Panama,PAN,0.2396922,0.000205
1994,Bahamas,BHS,Colombia,COL,19.863007,0.28824699
1994,Bahamas,BHS,Venezuela,VEN,0,0.026541
1994,Bahamas,BHS,Guyana,GUY,0.045422703,0
1994,Bahamas,BHS,Suriname,SUR,0,3.3285489
1994,Bahamas,BHS,Ecuador,ECU,0,0
1994,Bahamas,BHS,Peru,PER,0.50489998,0.0154
1994,Bahamas,BHS,Brazil,BRA,16.5429,1.1835999
1994,Bahamas,BHS,Bolivia,BOL,0,0.03658
1994,Bahamas,BHS,Paraguay,PRY,0,0.009
1994,Bahamas,BHS,Chile,CHL,0,0.2
1994,Bahamas,BHS,Argentina,ARG,16.233801,0.69099998
1994,Bahamas,BHS,Uruguay,URY,0.24420001,0
1994,Bahamas,BHS,United Kingdom,GBR,50.796684,52.870312
1994,Bahamas,BHS,Ireland,IRL,6.0925751,3.8239946
1994,Bahamas,BHS,Netherlands,NLD,8.6304979,11.508822
1994,Bahamas,BHS,Belgium,BEL,1.7666301,6.1878772
1994,Bahamas,BHS,Luxembourg,LUX,0.1233704,0.43212259
1994,Bahamas,BHS,France,FRA,41.593292,35.031776
1994,Bahamas,BHS,Monaco,MCO,-9,-9
1994,Bahamas,BHS,Liechtenstein,LIE,-9,-9
