year,importer1,id1,importer2,id2,flow1,flow2
2004,United States of America,USA,Canada,CAN,259806.8,176257.86
2004,United States of America,USA,Bahamas,BHS,667.40002,1300.3101
2004,United States of America,USA,Cuba,CUB,0,440.44
2004,United States of America,USA,Haiti,HTI,380.70001,312.35132
2004,United States of America,USA,Dominican Republic,DOM,4637.7998,4426.0796
2004,United States of America,USA,Jamaica,JAM,342.89999,1622.8671
2004,United States of America,USA,Trinidad and Tobago,TTO,6266,1327.8101
2004,United States of America,USA,Barbados,BRB,38.200001,519.80237
2004,United States of America,USA,Dominica,DMA,3.5,39.490002
2004,United States of America,USA,Grenada,GRD,5.4000001,76.779999
2004,United States of America,USA,St. Lucia,LCA,14.9,113.74
2004,United States of America,USA,St. Vincent and the Grenadines,VCT,4.0999999,84.356506
2004,United States of America,USA,Antigua & Barbuda,ATG,4.6999998,125.1
2004,United States of America,USA,St. Kitts and Nevis,KNA,44.200001,89.650002
2004,United States of America,USA,Mexico,MEX,157821.09,121909.38
2004,United States of America,USA,Belize,BLZ,113.3,166.75999
2004,United States of America,USA,Guatemala,GTM,3360.2,3677.1165
2004,United States of America,USA,Honduras,HND,3804.3999,1715.1674
2004,United States of America,USA,El Salvador,SLV,2112.2,2971.5986
2004,United States of America,USA,Nicaragua,NIC,1030.1,495.14056
2004,United States of America,USA,Costa Rica,CRI,3504,3812.5349
2004,United States of America,USA,Panama,PAN,335.60001,1048.8882
2004,United States of America,USA,Colombia,COL,7766.2998,4784.0454
2004,United States of America,USA,Venezuela,VEN,26316.199,4986.0278
2004,United States of America,USA,Guyana,GUY,138.10001,149.16
2004,United States of America,USA,Suriname,SUR,147.5,61.453606
2004,United States of America,USA,Ecuador,ECU,4690.8999,1526.5702
2004,United States of America,USA,Peru,PER,3911.8,3252.0068
2004,United States of America,USA,Brazil,BRA,22733.699,12670.938
2004,United States of America,USA,Bolivia,BOL,273.20001,261.34262
2004,United States of America,USA,Paraguay,PRY,68.699997,101.62102
2004,United States of America,USA,Chile,CHL,5421.5,3569.9131
2004,United States of America,USA,Argentina,ARG,4067.2,3877.7834
2004,United States of America,USA,Uruguay,URY,622.09998,223.90161
2004,United States of America,USA,United Kingdom,GBR,47676.699,42136.543
2004,United States of America,USA,Ireland,IRL,27568.9,8405.5195
2004,United States of America,USA,Netherlands,NLD,13175.1,25314.824
2004,United States of America,USA,Belgium,BEL,12812.2,15678.422
2004,United States of America,USA,Luxembourg,LUX,311,590.33838
2004,United States of America,USA,France,FRA,32619.301,23747.314
2004,United States of America,USA,Monaco,MCO,-9,-9
2004,United States of America,USA,Liechtenstein,LIE,-9,-9
2004,United States of America,USA,Switzerland,CHE,12107.3,6294.3872
2004,United States of America,USA,Spain,ESP,7931.2002,7415.541
2004,United States of America,USA,Andorra,AND,-9,-9
2004,United States of America,USA,Portugal,PRT,2332.8,1314.8629
2004,United States of America,USA,Germany,DEU,79116.898,50016.57
2004,United States of America,USA,Poland,POL,1951.9,2119.436
2004,United States of America,USA,Austria,AUT,5979.1001,2311.0496
2004,United States of America,USA,Hungary,HUN,2644,988.659
2004,United States of America,USA,Czech Republic,CZE,1842.6,2185.8589
2004,United States of America,USA,Slovakia,SVK,1242.1,144.87
2004,United States of America,USA,Italy,ITA,29408.301,12436.861
2004,United States of America,USA,San Marino,SMR,-9,-9
2004,United States of America,USA,Malta,MLT,390,197.18651
2004,United States of America,USA,Albania,ALB,12.1,34.72747
2004,United States of America,USA,Macedonia,MKD,83,48.313839
2004,United States of America,USA,Croatia,HRV,300.10001,362.6803
2004,United States of America,USA,Yugoslavia,YUG,-9,-9
2004,United States of America,USA,Bosnia and Herzegovina,BIH,12.3,30.360001
2004,United States of America,USA,Slovenia,SVN,532.5,210.98
2004,United States of America,USA,Greece,GRC,810.79999,2335.0884
2004,United States of America,USA,Cyprus,CYP,27.200001,131.17578
2004,United States of America,USA,Bulgaria,BGR,545.70001,325.64685
2004,United States of America,USA,Moldova,MDA,53.299999,29.382799
2004,United States of America,USA,Romania,ROU,918.90002,934.96002
2004,United States of America,USA,Russia,RUS,12560.3,3205.2559
2004,United States of America,USA,Estonia,EST,433.10001,98.309998
2004,United States of America,USA,Latvia,LVA,393.70001,92.508179
2004,United States of America,USA,Lithuania,LTU,526.09998,195.5192
2004,United States of America,USA,Ukraine,UKR,934.90002,571.19269
2004,United States of America,USA,Belarus,BLR,375.29999,195.79221
2004,United States of America,USA,Armenia,ARM,47.700001,89.123016
2004,United States of America,USA,Georgia,GEO,83.900002,110.91411
2004,United States of America,USA,Azerbaijan,AZE,47.099998,131.8869
2004,United States of America,USA,Finland,FIN,4092.1001,1677.1672
2004,United States of America,USA,Sweden,SWE,13097,3493.676
2004,United States of America,USA,Norway,NOR,6856.7998,2358.5291
2004,United States of America,USA,Denmark,DNK,4019.5,2265.093
2004,United States of America,USA,Iceland,ISL,290.20001,373.78107
2004,United States of America,USA,Cape Verde,CPV,-9,-9
2004,United States of America,USA,Sao Tome and Principe,STP,0,3.96
2004,United States of America,USA,Guinea-Bissau,GNB,28.200001,1.3200001
2004,United States of America,USA,Equatorial Guinea,GNQ,1259,236.83
2004,United States of America,USA,Gambia,GMB,0.5,25.41
2004,United States of America,USA,Mali,MLI,3.8,47.41
2004,United States of America,USA,Senegal,SEN,3.4000001,92.970177
2004,United States of America,USA,Benin,BEN,1.4,9.747757
2004,United States of America,USA,Mauritania,MRT,7.5,85.25
2004,United States of America,USA,Niger,NER,28,60.418167
2004,United States of America,USA,Ivory Coast,CIV,761.59998,133.46016
2004,United States of America,USA,Guinea,GIN,79.599998,37.900234
2004,United States of America,USA,Burkina Faso,BFA,0.40000001,19.809011
2004,United States of America,USA,Liberia,LBR,89.400002,66.550003
2004,United States of America,USA,Sierra Leone,SLE,11,44.66
